epoch,train_loss,train_ce,train_kd,train_relation,train_embedding,train_logit_kd,train_acc,val_loss,val_acc,lr,time_s
57,0.043809,0.078916,0.028026,0.014013,0.0,0.0,1.0,0.172313,0.9844,5e-08,19.9
58,0.043567,0.07733,0.028101,0.014051,0.0,0.0,1.0,0.171477,0.9844,5e-08,19.8
59,0.043427,0.07595,0.028237,0.014118,0.0,0.0,1.0,0.170594,0.9844,5e-08,20.1
60,0.043199,0.074939,0.028211,0.014106,0.0,0.0,1.0,0.169826,0.9844,4e-08,20.0
61,0.04317,0.074968,0.028177,0.014088,0.0,0.0,0.9998,0.169051,0.9844,4e-08,19.9
62,0.043121,0.074472,0.028227,0.014114,0.0,0.0,1.0,0.16839,0.9844,4e-08,20.1
63,0.0429,0.073809,0.028138,0.014069,0.0,0.0,1.0,0.167759,0.9844,4e-08,20.1
64,0.043016,0.074745,0.028067,0.014034,0.0,0.0,1.0,0.167115,0.9844,4e-08,20.1
65,0.042993,0.07461,0.028071,0.014035,0.0,0.0,0.9998,0.166528,0.9844,4e-08,19.9
66,0.042557,0.071519,0.028254,0.014127,0.0,0.0,1.0,0.165973,0.9844,4e-08,19.9
67,0.042754,0.073827,0.027989,0.013994,0.0,0.0,1.0,0.165392,0.9844,3e-08,19.8
68,0.042934,0.07327,0.02828,0.01414,0.0,0.0,1.0,0.164798,0.9844,3e-08,20.0
69,0.042613,0.072595,0.028094,0.014047,0.0,0.0,1.0,0.164282,0.9844,3e-08,19.7
70,0.042854,0.072544,0.028345,0.014173,0.0,0.0,1.0,0.163751,0.9844,3e-08,19.6
71,0.042165,0.070375,0.028091,0.014045,0.0,0.0,1.0,0.163298,0.9844,3e-08,19.8
72,0.042278,0.070087,0.028261,0.01413,0.0,0.0,1.0,0.162845,0.9844,3e-08,19.8
73,0.042742,0.072101,0.028322,0.014161,0.0,0.0,1.0,0.162417,0.9844,3e-08,20.0
74,0.042211,0.07053,0.028105,0.014053,0.0,0.0,1.0,0.162021,0.9844,3e-08,19.7
75,0.042347,0.070512,0.028245,0.014122,0.0,0.0,1.0,0.161641,0.9844,2e-08,20.0
76,0.041805,0.068448,0.028115,0.014058,0.0,0.0,0.9998,0.161286,0.9844,2e-08,19.9
77,0.04201,0.068723,0.028266,0.014133,0.0,0.0,1.0,0.160966,0.9844,2e-08,19.9
78,0.042197,0.069876,0.028221,0.014111,0.0,0.0,1.0,0.160641,0.9844,2e-08,19.8
79,0.041599,0.067885,0.028022,0.014011,0.0,0.0,1.0,0.160317,0.9844,2e-08,19.8
80,0.041947,0.068281,0.028291,0.014146,0.0,0.0,1.0,0.160049,0.9844,2e-08,20.0
81,0.04207,0.069,0.02827,0.014135,0.0,0.0,0.9998,0.159768,0.9844,2e-08,19.9
82,0.042108,0.069571,0.028193,0.014097,0.0,0.0,1.0,0.159468,0.9844,2e-08,19.7
83,0.042012,0.069225,0.028167,0.014083,0.0,0.0,1.0,0.159186,0.9844,2e-08,19.7
84,0.042098,0.069179,0.028262,0.014131,0.0,0.0,1.0,0.158921,0.9844,2e-08,19.9
85,0.041696,0.067173,0.028262,0.014131,0.0,0.0,1.0,0.158677,0.9844,2e-08,19.6
86,0.041801,0.067418,0.028318,0.014159,0.0,0.0,1.0,0.158434,0.9844,1e-08,19.7
87,0.041561,0.066841,0.028193,0.014096,0.0,0.0,1.0,0.15821,0.9844,1e-08,19.6
88,0.041848,0.068034,0.028241,0.014121,0.0,0.0,1.0,0.157989,0.9844,1e-08,19.8
89,0.041797,0.067673,0.028263,0.014131,0.0,0.0,1.0,0.157785,0.9844,1e-08,19.7
90,0.04138,0.065722,0.028236,0.014118,0.0,0.0,0.9998,0.157611,0.9844,1e-08,19.5
91,0.041419,0.066245,0.02817,0.014085,0.0,0.0,1.0,0.157457,0.9844,1e-08,19.8
92,0.041729,0.068011,0.028127,0.014063,0.0,0.0,0.9998,0.157284,0.9844,1e-08,19.8
93,0.041983,0.068211,0.028341,0.01417,0.0,0.0,1.0,0.157118,0.9844,1e-08,19.9
94,0.041959,0.067365,0.028487,0.014243,0.0,0.0,1.0,0.156949,0.9844,1e-08,19.8
95,0.041223,0.065354,0.028152,0.014076,0.0,0.0,1.0,0.156797,0.9844,1e-08,19.9
96,0.04148,0.066879,0.028104,0.014052,0.0,0.0,0.9998,0.156657,0.9844,1e-08,19.7
97,0.041678,0.0662,0.028438,0.014219,0.0,0.0,1.0,0.156508,0.9844,1e-08,19.8
98,0.041702,0.067144,0.028273,0.014136,0.0,0.0,0.9997,0.156361,0.9844,1e-08,20.1
99,0.041593,0.066143,0.028364,0.014182,0.0,0.0,1.0,0.156223,0.9844,1e-08,19.9
100,0.041637,0.066681,0.0283,0.01415,0.0,0.0,1.0,0.156071,0.9844,1e-08,20.0
