epoch,train_loss,train_ce,train_kd,train_center,train_relation,train_embedding,train_logit_kd,train_topk,train_margin,train_anchor,train_teacher1_kd,train_teacher2_kd,teacher2_active,train_tdl,train_contrast,train_topkd,train_tckd,train_nckd,hard_ratio,avg_true_rank,weighted_center,weighted_feature,weighted_relation,center_weight_effective,feature_weight_effective,relation_weight_effective,grad_norm_ce,grad_norm_center,grad_norm_feature,grad_norm_relation,adaptive_stage,icd_sdc_active,icd_positive_pairs,icd_bank_occupancy,icd_true_class_margin,loss_fcd,loss_arcface_raw,loss_arcface_weighted,loss_logit_kd_weighted,logit_kd_effective_weight,train_acc,val_loss,val_acc,lr,time_s,val_true_class_margin
10,4.009032,24.011522,1.60788,0.0,0.0,0.766725,33.646211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,-6.57596726,0.7667249,24.01152182,2.40115223,0.84115529,0.025,0.0048,5.884869,0.0372,0.001,29.3,-4.060838
11,4.135069,24.767254,1.658344,0.0,0.0,0.752698,32.932564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,-5.67849702,0.75269819,24.76725357,2.47672541,0.90564551,0.0275,0.0088,5.088279,0.0731,0.00099997,29.5,-3.06787
12,4.251004,25.485086,1.702496,0.0,0.0,0.737755,32.158033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,-4.74090402,0.73775462,25.48508564,2.54850861,0.96474096,0.03,0.0162,4.708325,0.0923,0.00099988,29.5,-2.463554
13,4.382286,26.344072,1.747879,0.0,0.0,0.724178,31.498472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,-3.95885417,0.7241783,26.34407178,2.63440724,1.02370031,0.0325,0.0265,5.210344,0.0935,0.00099974,29.8,-3.112658
14,4.528343,27.343874,1.793955,0.0,0.0,0.710592,30.953225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,-3.37539063,0.71059236,27.34387381,2.73438743,1.08336287,0.035,0.0488,3.337355,0.259,0.00099953,29.6,-1.218979
15,4.6743,28.357852,1.838514,0.0,0.0,0.695326,30.485008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,-2.85841704,0.69532649,28.3578515,2.83578519,1.14318787,0.0375,0.0696,2.873384,0.3477,0.00099927,29.6,-0.904205
16,4.825491,29.429735,1.882518,0.0,0.0,0.680911,30.040163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,-2.45528274,0.68091109,29.42973524,2.94297357,1.2016065,0.04,0.107,5.420954,0.0624,0.00099895,29.3,-4.314213
17,4.988164,30.55099,1.933065,0.0,0.0,0.66947,29.731643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,-2.11199312,0.66947012,30.5509897,3.05509902,1.26359486,0.0425,0.1491,2.41706,0.4221,0.00099856,29.4,-0.412709
18,5.130508,31.603704,1.970138,0.0,0.0,0.652922,29.271464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,-1.73770926,0.65292187,31.60370362,3.16037041,1.31721593,0.045,0.2007,2.213444,0.4724,0.00099813,29.4,-0.33884
19,5.277888,32.677571,2.010131,0.0,0.0,0.637173,28.904382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,-1.41394653,0.63717279,32.67757102,3.26775715,1.37295813,0.0475,0.2631,2.026723,0.4724,0.00099763,29.7,-0.13318
20,5.410196,33.65045,2.045151,0.0,0.0,0.620674,28.489542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,-0.97629162,0.62067369,33.65045035,3.36504508,1.42447714,0.05,0.3411,1.604625,0.5803,0.00099707,29.5,0.640625
21,5.328273,33.16357,2.011916,0.0,0.0,0.606254,28.113233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,-0.55218549,0.60625437,33.16357013,3.31635705,1.40566169,0.05,0.4124,1.943759,0.5408,0.00099646,30.1,0.303816
22,5.249917,32.688854,1.981031,0.0,0.0,0.59194,27.781827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,-0.13173349,0.59193973,32.68885422,3.26888547,1.3890914,0.05,0.4804,1.0714,0.7194,0.00099579,29.6,1.957709
23,5.146684,32.039789,1.942705,0.0,0.0,0.574823,27.357637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,0.46487136,0.57482348,32.03978935,3.20397899,1.36788189,0.05,0.5539,1.316219,0.6715,0.00099505,29.8,1.747795
24,5.042808,31.303293,1.912479,0.0,0.0,0.560135,27.046877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,1.1783953,0.56013509,31.30329259,3.13032931,1.35234385,0.05,0.6341,1.484936,0.6643,0.00099427,29.6,2.022147
25,4.941107,30.517369,1.88937,0.0,0.0,0.547109,26.845222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,1.89943964,0.54710856,30.51736866,3.05173691,1.34226111,0.05,0.696,0.918956,0.783,0.00099342,29.5,3.946588
26,4.836491,29.668517,1.869639,0.0,0.0,0.533522,26.722358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,2.68376116,0.53352154,29.66851699,2.96685175,1.33611792,0.05,0.7405,0.595219,0.8501,0.00099252,29.7,4.79116
27,4.720856,28.677495,1.853106,0.0,0.0,0.519323,26.675676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,3.58824405,0.51932257,28.67749498,2.86774955,1.33378382,0.05,0.7923,0.58656,0.8537,0.00099155,29.5,5.768385
28,4.598434,27.568296,1.841604,0.0,0.0,0.505677,26.718539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,4.54635417,0.50567715,27.56829591,2.75682963,1.33592697,0.05,0.8277,0.898709,0.8094,0.00099053,29.5,5.330781
29,4.441139,26.146267,1.826512,0.0,0.0,0.490529,26.719652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,5.79144345,0.49052943,26.1462671,2.61462676,1.33598262,0.05,0.8688,0.673556,0.8453,0.00098946,29.5,6.010771
30,4.303582,24.922797,1.811302,0.0,0.0,0.476946,26.687118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,6.81610863,0.47694616,24.92279714,2.49227975,1.33435594,0.05,0.8963,0.338558,0.9233,0.00098832,29.4,9.872584
31,4.163362,23.658722,1.79749,0.0,0.0,0.465286,26.644087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,7.84862351,0.46528564,23.65872194,2.36587224,1.33220436,0.05,0.9162,0.323609,0.9329,0.00098713,29.5,10.673616
32,3.994307,22.25327,1.76898,0.0,0.0,0.452141,26.336775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,8.99784226,0.45214107,22.25326978,2.22532703,1.31683876,0.05,0.9338,0.268107,0.9412,0.00098588,29.4,12.269186
33,3.859752,21.154917,1.744261,0.0,0.0,0.440864,26.067939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,9.88329613,0.44086365,21.15491664,2.11549172,1.30339699,0.05,0.9484,0.314174,0.9305,0.00098458,29.5,11.472953
34,3.739355,20.209584,1.718396,0.0,0.0,0.431145,25.745026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,10.62142857,0.43114483,20.20958372,2.02095842,1.28725135,0.05,0.9531,0.27318,0.9424,0.00098321,29.6,12.823659
35,3.575968,18.972621,1.678706,0.0,0.0,0.418959,25.194941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,11.64888393,0.41895894,18.97262105,1.89726213,1.25974706,0.05,0.9676,0.307065,0.946,0.00098179,29.7,12.225911
36,3.443282,18.009019,1.64238,0.0,0.0,0.40852,24.677201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,12.40907738,0.40852031,18.00901913,1.80090194,1.2338601,0.05,0.9698,0.111163,0.9724,0.00098032,29.4,16.199535
37,3.327386,17.175245,1.609862,0.0,0.0,0.399559,24.206049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,13.07485119,0.39955934,17.17524499,1.71752453,1.21030245,0.05,0.9766,0.249657,0.9544,0.00097879,29.7,14.089109
38,3.218458,16.401043,1.578354,0.0,0.0,0.389968,23.767714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,13.68236607,0.38996784,16.40104287,1.64010431,1.18838573,0.05,0.9804,0.139016,0.9712,0.0009772,29.7,15.852981
39,3.109669,15.59665,1.550004,0.0,0.0,0.382544,23.349208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,14.32433036,0.38254367,15.59664991,1.55966501,1.16746041,0.05,0.9818,0.094768,0.9844,0.00097555,29.5,17.811673
40,3.035498,15.104049,1.525093,0.0,0.0,0.375597,22.989926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,14.68519345,0.37559662,15.10404872,1.5104049,1.1494963,0.05,0.985,0.082107,0.9832,0.00097385,29.5,18.748796
41,2.949209,14.484862,1.500723,0.0,0.0,0.369189,22.630677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,15.16391369,0.3691891,14.48486205,1.44848623,1.1315339,0.05,0.9866,0.109487,0.9772,0.0009721,29.4,17.626306
42,2.864165,13.928284,1.471336,0.0,0.0,0.361682,22.193079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,15.6077381,0.36168209,13.92828442,1.39282846,1.10965397,0.05,0.9888,0.104469,0.982,0.00097029,29.5,19.182909
43,2.8039,13.501592,1.453741,0.0,0.0,0.357356,21.927706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,15.93147321,0.35735577,13.5015924,1.35015926,1.09638531,0.05,0.989,0.070929,0.9832,0.00096842,29.4,20.590823
44,2.697497,12.811313,1.416365,0.0,0.0,0.348884,21.34962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,16.45900298,0.34888425,12.8113126,1.28113129,1.06748104,0.05,0.9926,0.12634,0.9796,0.0009665,29.5,18.498833
45,2.638999,12.413548,1.397644,0.0,0.0,0.344739,21.058114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,16.80178571,0.34473875,12.41354826,1.24135485,1.05290573,0.05,0.9926,0.087604,0.9832,0.00096452,29.5,19.733676
46,2.573183,11.974844,1.375698,0.0,0.0,0.34033,20.707371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,17.15126488,0.34032955,11.97484412,1.19748444,1.03536859,0.05,0.9955,0.071917,0.9868,0.00096249,29.3,20.642421
47,2.529938,11.719416,1.357997,0.0,0.0,0.336063,20.438683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,17.33020833,0.33606265,11.71941572,1.17194159,1.02193418,0.05,0.996,0.043922,0.9916,0.00096041,29.3,21.826165
48,2.478638,11.394685,1.339169,0.0,0.0,0.330669,20.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,17.59129464,0.33066897,11.39468515,1.13946854,1.00850001,0.05,0.9946,0.060909,0.9892,0.00095827,29.3,22.630664
49,2.401295,10.888246,1.312471,0.0,0.0,0.325604,19.737338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,18.00520833,0.3256038,10.88824605,1.08882463,0.98686692,0.05,0.996,0.080964,0.982,0.00095608,29.3,20.588248
50,2.372018,10.710092,1.301009,0.0,0.0,0.324162,19.536929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,18.159375,0.32416244,10.71009193,1.07100922,0.97684647,0.05,0.9969,0.041611,0.9952,0.00095383,29.3,22.843344
51,2.309194,10.327523,1.276442,0.0,0.0,0.317198,19.184871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,18.46279762,0.31719823,10.32752347,1.03275237,0.95924358,0.05,0.997,0.059951,0.9856,0.00095154,29.3,22.493175
52,2.29312,10.240687,1.269051,0.0,0.0,0.316205,19.056926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,18.52529762,0.31620497,10.24068652,1.02406867,0.9528463,0.05,0.9963,0.037208,0.9892,0.00094918,29.3,23.754463
53,2.247292,9.941418,1.25315,0.0,0.0,0.312738,18.808253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,18.7906994,0.3127377,9.94141846,0.99414187,0.94041265,0.05,0.9969,0.061064,0.9904,0.00094678,29.3,23.178655
54,2.217709,9.752925,1.242417,0.0,0.0,0.310335,18.641646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,18.93258929,0.31033467,9.75292469,0.97529249,0.9320823,0.05,0.9976,0.030597,0.9916,0.00094432,30.0,22.861757
55,2.196477,9.668716,1.229605,0.0,0.0,0.308031,18.431468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,19.01785714,0.30803144,9.66871647,0.96687166,0.92157341,0.05,0.997,0.028612,0.9928,0.00094181,44.5,24.044458
56,2.148233,9.340257,1.214207,0.0,0.0,0.303739,18.209372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,19.29389881,0.30373877,9.340257,0.93402572,0.91046862,0.05,0.997,0.062643,0.9868,0.00093925,29.8,22.294709
57,2.10664,9.068405,1.199799,0.0,0.0,0.30093,17.977372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,19.553125,0.30093046,9.06840503,0.90684051,0.89886862,0.05,0.9975,0.027516,0.9916,0.00093664,29.9,25.431289
58,2.070697,8.847262,1.185971,0.0,0.0,0.29869,17.745618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,19.75044643,0.29868985,8.84726162,0.88472617,0.88728091,0.05,0.9979,0.03429,0.9916,0.00093398,29.9,23.052914
59,2.056446,8.783425,1.178103,0.0,0.0,0.297371,17.614643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,19.80297619,0.29737088,8.78342515,0.87834253,0.88073215,0.05,0.9984,0.042742,0.9928,0.00093126,30.0,24.052359
60,2.025349,8.605342,1.164814,0.0,0.0,0.293978,17.416736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,19.975,0.29397752,8.60534179,0.86053419,0.87083681,0.05,0.9987,0.033997,0.9952,0.0009285,29.7,24.043173
61,2.009668,8.537665,1.155901,0.0,0.0,0.292136,17.275303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,20.03050595,0.29213607,8.5376653,0.85376654,0.86376514,0.05,0.9984,0.015683,0.9928,0.00092569,30.0,24.836371
62,1.989006,8.398582,1.149148,0.0,0.0,0.29036,17.175767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,20.15133929,0.29035995,8.39858188,0.8398582,0.85878834,0.05,0.9985,0.013768,0.9952,0.00092282,29.6,24.764521
63,1.968378,8.304728,1.137905,0.0,0.0,0.287895,17.000195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,20.221875,0.28789545,8.3047285,0.83047286,0.85000974,0.05,0.9994,0.017296,0.9952,0.00091991,29.9,25.377373
