epoch,train_loss,train_acc,val_loss,val_acc,val_true_class_margin,lr,drop_path,epoch_time_sec
75,3.072552,0.999099,2.425583,0.955635,2.661752,0.00088120,0.0000,8.93
76,3.072350,0.998498,2.304213,0.980815,3.274105,0.00087767,0.0000,9.00
77,3.063755,0.998948,2.270237,0.982014,3.408874,0.00087410,0.0000,8.95
78,3.064704,0.998948,2.268362,0.984412,3.415831,0.00087049,0.0000,8.99
79,3.058811,0.999399,2.408685,0.968825,2.820171,0.00086683,0.0000,8.94
80,3.053345,0.999549,2.444520,0.955635,2.684854,0.00086313,0.0000,8.97
81,3.059184,0.998948,2.596266,0.924460,2.232679,0.00085939,0.0000,8.96
82,3.050073,0.999249,2.293758,0.967626,3.326208,0.00085561,0.0000,8.96
83,3.046612,0.999850,2.226592,0.988010,3.594482,0.00085178,0.0000,8.94
84,3.042507,0.999099,2.316992,0.974820,3.144735,0.00084791,0.0000,8.99
85,3.043467,0.999549,2.234954,0.988010,3.589567,0.00084401,0.0000,8.96
86,3.036421,0.998948,2.206165,0.985612,3.765092,0.00084006,0.0000,8.95
87,3.034202,0.999850,2.273867,0.984412,3.374135,0.00083607,0.0000,9.06
88,3.034822,0.998798,2.292070,0.974820,3.231439,0.00083204,0.0000,9.26
89,3.027650,0.999700,2.242877,0.984412,3.488782,0.00082797,0.0000,9.35
90,3.023432,0.999700,2.244361,0.982014,3.529296,0.00082387,0.0000,9.36
91,3.024061,0.999399,2.217058,0.991607,3.607799,0.00081973,0.0000,9.36
92,3.026205,0.999549,2.228492,0.988010,3.625341,0.00081555,0.0000,9.32
93,3.017963,0.999399,2.262526,0.983213,3.385816,0.00081133,0.0000,9.36
94,3.020645,0.999549,2.232485,0.988010,3.495195,0.00080707,0.0000,9.33
95,3.013422,0.999549,2.351929,0.962830,2.972943,0.00080278,0.0000,9.33
96,3.009545,0.999399,2.261317,0.983213,3.339463,0.00079846,0.0000,9.28
97,3.008048,0.999850,2.253097,0.982014,3.483678,0.00079410,0.0000,9.34
98,3.005667,0.999700,2.274308,0.979616,3.382323,0.00078970,0.0000,9.33
99,3.002108,0.999549,2.189579,0.990408,3.775875,0.00078528,0.0000,9.34
100,3.004426,0.999850,2.183619,0.990408,3.898018,0.00078081,0.0000,9.28
101,2.996871,0.999700,2.408188,0.962830,2.751537,0.00077632,0.0000,9.31
102,2.996872,0.999549,2.248963,0.983213,3.436631,0.00077179,0.0000,9.27
103,2.998685,0.999549,2.177118,0.990408,3.913297,0.00076723,0.0000,9.22
104,2.993718,1.000000,2.310323,0.972422,3.198519,0.00076264,0.0000,9.30
105,2.993178,0.999700,2.376184,0.962830,2.939387,0.00075802,0.0000,9.31
106,2.992069,0.999700,2.207578,0.985612,3.707692,0.00075337,0.0000,9.32
107,2.989168,0.999850,2.201053,0.984412,3.683880,0.00074869,0.0000,9.30
108,2.992749,0.999850,2.154144,0.992806,4.024444,0.00074398,0.0000,9.33
109,2.988079,0.999399,2.197457,0.988010,3.729469,0.00073924,0.0000,9.36
110,2.985335,0.999850,2.224649,0.986811,3.575762,0.00073447,0.0000,9.35
111,2.982016,1.000000,2.226163,0.983213,3.581697,0.00072968,0.0000,9.34
112,2.977002,0.999850,2.164010,0.994005,3.932327,0.00072485,0.0000,9.34
113,2.976725,0.999700,2.175258,0.995204,3.814534,0.00072001,0.0000,9.34
114,2.981393,0.999700,2.162618,0.989209,3.904826,0.00071513,0.0000,9.38
115,2.972658,0.999700,2.230509,0.984412,3.559420,0.00071023,0.0000,9.37
116,2.976375,1.000000,2.182915,0.990408,3.801337,0.00070531,0.0000,9.39
117,2.970635,0.999700,2.150486,0.992806,4.029296,0.00070036,0.0000,9.37
118,2.968895,0.999549,2.181720,0.989209,3.722635,0.00069539,0.0000,9.33
119,2.966242,1.000000,2.280061,0.980815,3.293395,0.00069040,0.0000,9.32
120,2.966930,0.999850,2.218552,0.984412,3.603518,0.00068538,0.0000,9.36
121,2.966476,1.000000,2.172920,0.989209,3.830187,0.00068035,0.0000,9.28
122,2.967628,1.000000,2.178136,0.988010,3.848321,0.00067529,0.0000,9.34
123,2.961384,0.999850,2.139301,0.994005,4.216922,0.00067021,0.0000,9.33
124,2.962212,1.000000,2.244808,0.988010,3.443717,0.00066511,0.0000,9.30
125,2.960768,1.000000,2.205061,0.991607,3.661139,0.00065999,0.0000,9.34
126,2.957655,1.000000,2.283836,0.982014,3.249887,0.00065485,0.0000,9.31
127,2.956352,1.000000,2.167716,0.990408,3.912524,0.00064970,0.0000,9.30
128,2.953755,1.000000,2.153248,0.990408,3.977302,0.00064453,0.0000,9.32
129,2.953618,0.999850,2.313380,0.977218,3.193966,0.00063934,0.0000,9.35
130,2.953414,0.999850,2.147600,0.989209,4.010528,0.00063413,0.0000,9.32
131,2.948188,0.999850,2.162531,0.992806,3.899626,0.00062891,0.0000,9.34
132,2.950631,1.000000,2.196167,0.988010,3.671436,0.00062367,0.0000,9.37
133,2.951947,0.999700,2.148890,0.997602,3.986677,0.00061842,0.0000,9.33
134,2.944746,0.999850,2.174223,0.990408,3.830579,0.00061316,0.0000,9.34
135,2.949330,1.000000,2.150434,0.994005,3.933740,0.00060788,0.0000,9.33
136,2.940351,1.000000,2.262402,0.982014,3.366923,0.00060259,0.0000,9.34
137,2.940616,0.999850,2.158674,0.995204,3.932219,0.00059728,0.0000,9.35
138,2.941148,1.000000,2.193685,0.989209,3.699020,0.00059197,0.0000,9.32
139,2.944048,0.999850,2.135755,0.994005,4.077231,0.00058665,0.0000,9.37
140,2.940824,0.999850,2.130796,0.992806,4.109727,0.00058131,0.0000,9.37
141,2.941640,0.999850,2.133380,0.989209,4.115273,0.00057597,0.0000,9.31
142,2.939474,0.999850,2.118852,0.991607,4.178385,0.00057061,0.0000,9.31
143,2.938338,0.999850,2.125788,0.994005,4.178540,0.00056525,0.0000,9.36
144,2.934456,0.999850,2.131959,0.990408,4.173645,0.00055988,0.0000,9.36
145,2.936147,1.000000,2.112097,0.995204,4.300132,0.00055451,0.0000,9.39
146,2.931474,0.999850,2.127318,0.992806,4.141135,0.00054912,0.0000,9.34
147,2.933715,1.000000,2.108474,0.995204,4.241756,0.00054373,0.0000,9.34
148,2.930921,1.000000,2.107590,0.995204,4.289228,0.00053834,0.0000,9.34
149,2.929844,0.999850,2.131923,0.995204,4.112765,0.00053294,0.0000,9.39
150,2.927177,0.999850,2.116115,0.994005,4.190316,0.00052754,0.0000,9.37
151,2.927403,0.999700,2.144879,0.994005,3.942681,0.00052214,0.0000,9.37
152,2.922874,1.000000,2.127037,0.992806,4.152336,0.00051673,0.0000,9.35
153,2.924729,1.000000,2.119371,0.992806,4.178890,0.00051132,0.0000,9.55
154,2.926021,0.999850,2.133148,0.990408,4.074865,0.00050591,0.0000,9.32
155,2.923312,1.000000,2.131709,0.991607,4.093268,0.00050050,0.0000,9.36
156,2.924236,1.000000,2.114512,0.994005,4.139811,0.00049509,0.0000,9.29
157,2.920166,0.999850,2.123891,0.994005,4.102743,0.00048968,0.0000,9.32
158,2.922308,0.999850,2.114151,0.996403,4.246849,0.00048427,0.0000,9.28
159,2.922546,1.000000,2.118524,0.995204,4.153678,0.00047886,0.0000,9.32
160,2.921464,1.000000,2.118640,0.992806,4.116355,0.00047346,0.0000,9.31
161,2.918473,0.999850,2.176757,0.985612,3.782424,0.00046806,0.0000,9.31
162,2.916113,0.999850,2.112254,0.995204,4.203199,0.00046266,0.0000,9.26
163,2.912063,1.000000,2.106424,0.994005,4.284083,0.00045727,0.0000,9.28
164,2.908853,1.000000,2.109574,0.995204,4.263763,0.00045188,0.0000,9.33
165,2.911551,1.000000,2.125501,0.994005,4.070238,0.00044649,0.0000,9.29
166,2.911994,1.000000,2.104505,0.996403,4.274967,0.00044112,0.0000,9.33
167,2.910146,1.000000,2.110639,0.995204,4.230073,0.00043575,0.0000,9.25
168,2.907569,0.999850,2.104856,0.994005,4.246860,0.00043039,0.0000,9.29
169,2.908826,1.000000,2.101212,0.992806,4.290100,0.00042503,0.0000,9.28
170,2.910608,1.000000,2.113978,0.995204,4.203974,0.00041969,0.0000,9.34
171,2.907288,1.000000,2.097827,0.996403,4.300624,0.00041435,0.0000,9.34
172,2.906645,0.999850,2.174318,0.986811,3.736028,0.00040903,0.0000,9.32
173,2.905236,1.000000,2.108230,0.995204,4.265224,0.00040372,0.0000,9.33
174,2.907604,1.000000,2.128101,0.990408,4.093981,0.00039841,0.0000,9.64
175,2.902218,1.000000,2.091001,0.996403,4.412818,0.00039312,0.0000,9.11
176,2.900638,1.000000,2.085776,0.997602,4.424936,0.00038784,0.0000,9.08
177,2.904080,1.000000,2.138281,0.991607,3.977683,0.00038258,0.0000,9.03
178,2.900325,1.000000,2.101624,0.994005,4.253914,0.00037733,0.0000,9.06
179,2.903499,0.999850,2.102250,0.994005,4.296632,0.00037209,0.0000,8.99
180,2.899600,1.000000,2.099948,0.995204,4.362575,0.00036687,0.0000,9.00
181,2.898108,1.000000,2.093294,0.995204,4.332817,0.00036166,0.0000,9.05
182,2.897875,1.000000,2.118619,0.992806,4.157396,0.00035647,0.0000,8.99
183,2.899073,1.000000,2.103256,0.994005,4.249593,0.00035130,0.0000,9.00
184,2.898992,1.000000,2.085010,0.996403,4.464339,0.00034615,0.0000,9.04
185,2.893107,0.999850,2.093755,0.992806,4.352142,0.00034101,0.0000,9.05
186,2.896993,1.000000,2.098246,0.996403,4.262763,0.00033589,0.0000,9.03
187,2.894454,0.999850,2.098040,0.995204,4.316828,0.00033079,0.0000,9.00
188,2.890058,1.000000,2.087308,0.997602,4.353523,0.00032571,0.0000,9.01
189,2.894601,1.000000,2.088630,0.996403,4.377367,0.00032065,0.0000,8.99
190,2.892385,1.000000,2.086675,0.995204,4.410964,0.00031562,0.0000,9.00
191,2.893121,1.000000,2.105948,0.996403,4.215879,0.00031060,0.0000,9.02
192,2.890614,1.000000,2.083696,0.998801,4.389359,0.00030561,0.0000,9.03
193,2.888751,1.000000,2.081693,0.995204,4.437390,0.00030064,0.0000,9.08
194,2.888161,1.000000,2.088746,0.995204,4.353462,0.00029569,0.0000,9.05
195,2.891148,1.000000,2.108532,0.992806,4.190200,0.00029077,0.0000,9.04
196,2.887891,1.000000,2.087809,0.995204,4.387173,0.00028587,0.0000,9.03
197,2.886557,1.000000,2.074623,0.997602,4.514373,0.00028099,0.0000,9.05
198,2.887243,1.000000,2.091335,0.995204,4.322524,0.00027615,0.0000,9.07
199,2.885842,1.000000,2.084221,0.995204,4.360414,0.00027132,0.0000,9.03
200,2.886619,1.000000,2.083108,0.996403,4.426963,0.00026653,0.0000,9.02
201,2.882606,1.000000,2.081204,0.994005,4.411075,0.00026176,0.0000,9.01
202,2.883766,1.000000,2.085546,0.996403,4.391589,0.00025702,0.0000,9.02
203,2.881893,1.000000,2.084883,0.996403,4.377667,0.00025231,0.0000,9.03
204,2.880225,0.999850,2.076299,0.996403,4.432495,0.00024763,0.0000,9.03
205,2.878171,1.000000,2.075110,0.997602,4.437640,0.00024298,0.0000,9.01
206,2.879615,1.000000,2.090161,0.995204,4.312074,0.00023836,0.0000,9.00
207,2.878469,1.000000,2.079899,0.995204,4.422290,0.00023377,0.0000,9.12
208,2.879543,1.000000,2.080940,0.998801,4.410075,0.00022921,0.0000,9.05
209,2.878716,1.000000,2.078022,0.996403,4.434404,0.00022468,0.0000,9.08
210,2.874322,1.000000,2.070026,0.997602,4.469142,0.00022019,0.0000,9.05
211,2.876600,1.000000,2.083924,0.995204,4.420161,0.00021572,0.0000,9.13
212,2.873202,1.000000,2.082598,0.995204,4.363348,0.00021130,0.0000,9.10
213,2.873062,1.000000,2.072348,0.996403,4.450685,0.00020690,0.0000,9.04
214,2.875623,1.000000,2.074666,0.996403,4.496738,0.00020254,0.0000,9.01
215,2.874137,1.000000,2.071718,0.996403,4.454576,0.00019822,0.0000,9.04
216,2.873473,1.000000,2.070382,0.997602,4.519330,0.00019393,0.0000,9.07
217,2.873552,1.000000,2.070766,0.998801,4.475801,0.00018967,0.0000,9.02
218,2.872913,1.000000,2.063486,0.996403,4.591990,0.00018545,0.0000,9.03
219,2.875343,1.000000,2.082929,0.997602,4.367482,0.00018127,0.0000,9.11
220,2.868754,1.000000,2.073084,0.996403,4.450979,0.00017713,0.0000,9.10
221,2.870283,1.000000,2.065743,0.997602,4.540081,0.00017303,0.0000,9.09
222,2.871678,1.000000,2.078334,0.995204,4.426800,0.00016896,0.0000,9.03
223,2.871308,1.000000,2.072249,0.997602,4.457234,0.00016493,0.0000,9.01
224,2.871021,1.000000,2.062944,0.997602,4.522628,0.00016094,0.0000,9.06
225,2.869558,1.000000,2.063484,0.996403,4.521790,0.00015699,0.0000,9.12
226,2.867042,1.000000,2.069728,0.997602,4.483786,0.00015309,0.0000,9.03
227,2.865098,1.000000,2.064980,0.997602,4.546479,0.00014922,0.0000,9.01
228,2.866940,1.000000,2.060191,0.997602,4.539982,0.00014539,0.0000,9.04
229,2.864327,1.000000,2.063262,0.997602,4.521290,0.00014161,0.0000,9.16
230,2.866043,1.000000,2.061679,0.997602,4.569677,0.00013787,0.0000,9.06
231,2.865231,1.000000,2.065129,0.997602,4.518016,0.00013417,0.0000,9.12
232,2.863623,1.000000,2.064537,0.997602,4.546242,0.00013051,0.0000,9.03
233,2.866205,1.000000,2.066118,0.997602,4.530475,0.00012690,0.0000,9.04
234,2.865862,1.000000,2.065463,0.996403,4.482412,0.00012333,0.0000,9.04
235,2.860258,1.000000,2.068784,0.996403,4.487271,0.00011980,0.0000,9.00
236,2.861546,1.000000,2.066006,0.997602,4.518633,0.00011632,0.0000,9.04
237,2.864901,1.000000,2.073709,0.997602,4.425655,0.00011288,0.0000,9.02
238,2.863318,1.000000,2.061115,0.997602,4.568534,0.00010949,0.0000,9.01
239,2.862463,1.000000,2.060474,0.996403,4.560290,0.00010615,0.0000,8.95
240,2.861945,1.000000,2.067915,0.996403,4.497984,0.00010285,0.0000,9.01
241,2.861861,1.000000,2.064053,0.997602,4.504733,0.00009960,0.0000,9.02
242,2.860262,1.000000,2.063741,0.996403,4.522463,0.00009640,0.0000,9.02
243,2.860762,1.000000,2.063738,0.997602,4.531805,0.00009324,0.0000,8.97
244,2.857907,1.000000,2.063785,0.997602,4.541032,0.00009013,0.0000,9.05
245,2.861937,1.000000,2.063368,0.996403,4.538417,0.00008707,0.0000,9.02
246,2.859138,1.000000,2.058418,0.997602,4.578295,0.00008406,0.0000,9.01
247,2.857385,1.000000,2.059944,0.996403,4.562763,0.00008109,0.0000,9.00
248,2.858440,1.000000,2.055865,0.997602,4.605441,0.00007818,0.0000,9.06
249,2.859575,1.000000,2.061105,0.996403,4.551671,0.00007531,0.0000,9.01
250,2.858244,1.000000,2.059327,0.997602,4.531610,0.00007250,0.0000,9.01
251,2.855705,1.000000,2.057979,0.997602,4.573265,0.00006974,0.0000,8.97
252,2.855838,1.000000,2.059609,0.996403,4.543647,0.00006702,0.0000,8.97
253,2.855681,1.000000,2.057897,0.997602,4.548767,0.00006436,0.0000,9.03
254,2.856439,1.000000,2.058732,0.997602,4.540371,0.00006175,0.0000,9.00
255,2.854192,1.000000,2.053620,0.997602,4.612416,0.00005919,0.0000,8.98
256,2.855508,1.000000,2.058339,0.997602,4.577221,0.00005668,0.0000,9.06
257,2.856447,1.000000,2.057014,0.997602,4.576471,0.00005422,0.0000,9.01
258,2.856014,1.000000,2.053901,0.997602,4.610409,0.00005182,0.0000,9.01
259,2.854650,1.000000,2.056901,0.997602,4.584669,0.00004946,0.0000,9.26
260,2.854080,1.000000,2.058320,0.996403,4.577627,0.00004717,0.0000,9.08
261,2.853652,1.000000,2.056494,0.997602,4.597302,0.00004492,0.0000,9.04
262,2.853714,1.000000,2.055907,0.997602,4.620210,0.00004273,0.0000,9.10
263,2.853570,1.000000,2.055849,0.997602,4.598290,0.00004059,0.0000,9.03
264,2.854338,1.000000,2.056672,0.997602,4.606514,0.00003851,0.0000,9.07
265,2.851815,1.000000,2.053904,0.997602,4.619886,0.00003648,0.0000,8.99
266,2.854131,1.000000,2.056141,0.997602,4.607132,0.00003450,0.0000,9.06
267,2.851296,1.000000,2.054305,0.997602,4.608829,0.00003258,0.0000,9.04
268,2.852281,1.000000,2.053394,0.997602,4.621650,0.00003071,0.0000,9.00
269,2.852011,1.000000,2.053243,0.997602,4.621067,0.00002890,0.0000,9.01
270,2.852039,1.000000,2.054190,0.997602,4.607564,0.00002715,0.0000,9.06
271,2.853048,1.000000,2.054769,0.997602,4.598474,0.00002545,0.0000,9.06
272,2.851648,1.000000,2.056407,0.997602,4.582180,0.00002380,0.0000,9.01
273,2.852767,1.000000,2.053484,0.997602,4.605637,0.00002221,0.0000,9.01
274,2.849938,1.000000,2.054492,0.997602,4.607074,0.00002068,0.0000,9.03
275,2.851747,1.000000,2.054536,0.997602,4.617805,0.00001921,0.0000,9.11
276,2.852704,1.000000,2.056162,0.997602,4.594855,0.00001779,0.0000,9.18
277,2.852560,1.000000,2.052648,0.997602,4.617511,0.00001642,0.0000,8.98
278,2.851217,1.000000,2.053060,0.997602,4.607033,0.00001512,0.0000,9.04
279,2.852167,1.000000,2.053856,0.997602,4.605897,0.00001387,0.0000,9.03
280,2.852849,1.000000,2.053646,0.997602,4.603406,0.00001268,0.0000,8.96
281,2.849420,1.000000,2.052837,0.997602,4.613672,0.00001154,0.0000,9.02
282,2.851790,1.000000,2.055404,0.997602,4.585105,0.00001047,0.0000,8.99
283,2.849318,1.000000,2.052553,0.997602,4.611654,0.00000945,0.0000,9.03
284,2.848806,1.000000,2.053889,0.997602,4.600414,0.00000848,0.0000,9.04
285,2.851218,1.000000,2.052041,0.997602,4.619012,0.00000758,0.0000,9.01
286,2.851728,1.000000,2.052389,0.997602,4.611593,0.00000673,0.0000,9.02
287,2.850869,1.000000,2.052982,0.997602,4.595601,0.00000595,0.0000,8.99
288,2.850129,1.000000,2.054270,0.997602,4.598117,0.00000521,0.0000,9.00
289,2.851342,1.000000,2.052657,0.997602,4.610173,0.00000454,0.0000,8.99
290,2.850021,1.000000,2.051624,0.997602,4.622892,0.00000393,0.0000,8.99
291,2.847943,1.000000,2.053136,0.997602,4.607444,0.00000337,0.0000,9.06
292,2.847900,1.000000,2.052789,0.997602,4.608587,0.00000287,0.0000,9.01
293,2.851515,1.000000,2.052412,0.997602,4.622171,0.00000244,0.0000,9.00
294,2.848962,1.000000,2.053910,0.997602,4.604876,0.00000205,0.0000,9.00
295,2.849365,1.000000,2.052433,0.997602,4.607056,0.00000173,0.0000,8.99
296,2.849008,1.000000,2.053207,0.997602,4.609476,0.00000147,0.0000,8.99
297,2.849003,1.000000,2.052308,0.997602,4.613150,0.00000126,0.0000,8.94
298,2.847353,1.000000,2.052525,0.997602,4.616239,0.00000112,0.0000,9.01
299,2.849240,1.000000,2.054573,0.997602,4.587807,0.00000103,0.0000,9.00
300,2.849447,1.000000,2.054381,0.997602,4.597938,0.00000100,0.0000,9.00
