epoch,train_loss,train_acc,val_loss,val_acc,val_true_class_margin,consistency_loss,view_agreement,lr,drop_path,epoch_time_sec
89,2.082292,1.000000,0.001644,0.998801,33.633926,0.000000,1.000000,0.00000195,0.0000,13.04
90,2.023523,1.000000,0.001707,0.998801,33.593558,0.000000,1.000000,0.00000179,0.0000,13.14
91,2.090662,1.000000,0.001289,1.000000,33.642009,0.000000,1.000000,0.00000164,0.0000,11.31
92,2.148344,1.000000,0.001960,0.998801,33.671158,0.000000,1.000000,0.00000150,0.0000,13.27
93,2.067717,1.000000,0.002119,0.998801,33.720774,0.000000,1.000000,0.00000139,0.0000,13.17
94,2.036611,1.000000,0.001788,0.998801,33.626986,0.000000,1.000000,0.00000128,0.0000,10.91
95,2.081232,1.000000,0.001496,1.000000,33.656806,0.000000,1.000000,0.00000120,0.0000,13.30
96,2.015461,1.000000,0.001850,0.998801,33.668909,0.000000,1.000000,0.00000113,0.0000,13.13
97,2.120801,0.999851,0.001914,0.998801,33.649328,0.000000,1.000000,0.00000107,0.0000,11.12
98,2.045572,1.000000,0.001956,0.998801,33.633782,0.000000,1.000000,0.00000103,0.0000,13.06
99,2.107385,0.999851,0.001990,0.998801,33.685538,0.000000,1.000000,0.00000101,0.0000,13.25
100,2.091249,1.000000,0.001769,0.998801,33.695808,0.000000,1.000000,0.00000100,0.0000,11.48
