global_epoch,stage,epoch,w_loss,a_loss,train_acc,val_loss,val_acc,lr,num_ops,epoch_time
54,3,4,6.497909,0.000000,0.0027,6.633174,0.0036,0.023516,4,73.4
55,3,5,6.413400,0.000000,0.0063,6.462834,0.0084,0.022708,4,73.3
56,3,6,6.276125,0.000000,0.0117,6.312250,0.0132,0.021748,4,73.6
57,3,7,6.133050,0.000000,0.0108,6.164577,0.0204,0.020649,4,72.8
58,3,8,5.956816,0.000000,0.0201,6.069060,0.0228,0.019430,4,72.9
59,3,9,5.733996,0.000000,0.0231,5.935760,0.0264,0.018109,4,73.4
60,3,10,5.496796,0.000000,0.0394,6.192448,0.0324,0.016708,4,73.4
61,3,11,5.254967,5.724119,0.0652,5.284234,0.1055,0.015249,4,143.0
62,3,12,5.052902,5.544375,0.0805,5.129251,0.0935,0.013753,4,143.1
63,3,13,4.826712,5.406708,0.1088,4.924190,0.1535,0.012247,4,143.4
64,3,14,4.659538,5.249263,0.1394,4.810763,0.1787,0.010751,4,143.0
65,3,15,4.494329,5.117431,0.1683,4.729673,0.1859,0.009292,4,142.4
66,3,16,4.305778,4.996341,0.2109,4.525235,0.2266,0.007891,4,142.7
67,3,17,4.180201,4.893649,0.2551,4.526742,0.2314,0.006570,4,141.2
68,3,18,4.028550,4.789138,0.2888,4.337107,0.2638,0.005351,4,141.7
69,3,19,3.908231,4.706893,0.3239,4.204876,0.3345,0.004252,4,141.4
70,3,20,3.788072,4.626163,0.3696,4.139144,0.3309,0.003292,4,140.8
71,3,21,3.665538,4.538519,0.4062,4.039489,0.3645,0.002484,4,141.5
72,3,22,3.604337,4.506803,0.4231,3.984623,0.3861,0.001843,4,126.0
73,3,23,3.529996,4.451398,0.4594,3.955828,0.3705,0.001377,4,97.8
74,3,24,3.480668,4.430418,0.4624,3.949550,0.3765,0.001095,4,98.0
75,3,25,3.456797,4.401927,0.4817,3.904416,0.4017,0.001000,4,97.7
